Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*CHESTNUT,CAT,DOMESTIC SH,DOMESTIC SH,SEAL PT,SEAL PT,Spayed,SMALL,9/6/2021,K21-040312,CA03,A408388,12/15/2021,1/29/2022,45,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*GOLIATH,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK/BROWN,BLACK,Neutered,LARGE,10/19/2019,K22-042632,DA06,A413418,9/26/2022,11/23/2022,58,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,,94920,"94920(37.87693, -122.461915)",1,1824
*BOBBY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,SMALL,6/19/2013,K21-039619,CA02,A299656,9/14/2021,12/18/2021,95,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*KYLER,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,7/25/2021,K21-039733,CA03,A406912,9/25/2021,11/13/2021,49,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
*LEIA,CAT,DOMESTIC MH,DOMESTIC MH,BRN TABBY,BRN TABBY,Spayed,KITTN,4/4/2021,K21-038702,WESTFARM,A405186,6/4/2021,6/29/2021,25,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*RUFUS,DOG,BELG MALINOIS,BELG MALINOIS,BROWN,BROWN,Neutered,PUPPY,9/24/2022,K22-043293,DA04,A414366,12/6/2022,1/17/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95461,"95461(38.75242, -122.619865)",1,31028
*SALLY,DOG,PIT BULL,PIT BULL,WHITE/FAWN,WHITE,Spayed,MED,10/14/2021,K22-042575,DA06,A413330,9/21/2022,10/25/2022,34,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931(38.3260186, -122.706422)",1,1832
DOLLY,DOG,POODLE MIN,POODLE MIN,WHITE,WHITE,Spayed,SMALL,1/3/2011,K21-037775,DS52,A330580,1/25/2021,2/6/2021,12,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,COUNTY,94923,"94923(38.35046, -123.065245)",1,1826
*LIAM,CAT,SIAMESE/MIX,SIAMESE,LYNX PT,LYNX PT,Neutered,KITTN,3/22/2022,K22-041387,MISSING,A411599,5/16/2022,6/8/2022,23,STRAY,FIELD,ADOPTION,REFERRAL-O,UNKNOWN,PENDING,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*BOCEPHUS,DOG,PIT BULL/BULLDOG,PIT BULL,BL BRINDLE,BL BRINDLE,Neutered,MED,9/8/2018,K22-042159,DA14,A412737,8/4/2022,9/10/2022,37,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
HUGO,CAT,DOMESTIC SH,DOMESTIC SH,SLVR TABBY,SLVR TABBY,Neutered,SMALL,5/14/2015,K21-038516,CA02,A404759,5/14/2021,8/21/2021,99,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94606,"94606(37.794255, -122.24846)",1,1483
CANELA,DOG,PIT BULL/MIX,PIT BULL,RED/WHITE,RED,Spayed,MED,5/31/2017,K23-044566,DA01,A417231,5/3/2023,7/13/2023,71,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
KARI HALL,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,SMALL,7/13/2018,K20-036108,WESTFARM,A398401,7/2/2020,9/17/2020,77,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
,OTHER,PARAKEET,PARAKEET,GRAY/BLACK,GRAY,Unknown,SMALL,,K22-040941,SMM,A410660,3/21/2022,3/30/2022,9,STRAY,FIELD,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*MATT,CAT,DOMESTIC SH,DOMESTIC SH,ORANGE,ORANGE,Neutered,SMALL,7/23/2022,K22-043259,LOBBY,A414308,12/1/2022,12/10/2022,9,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*NEENA,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,SMALL,6/14/2022,K23-044994,CA02,A418167,6/9/2023,7/11/2023,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*LITTLE E,DOG,CAIRN TERRIER/MIX,CAIRN TERRIER,TAN/GRAY,TAN,Neutered,SMALL,6/25/2020,K21-038648,DA04,A405092,6/1/2021,7/10/2021,39,STRAY,PHONE,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,94610,"94610(37.8133991, -122.2483444)",1,1487
*AMBER,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,KITTN,8/19/2021,K21-040162,CA03,A407916,11/20/2021,12/28/2021,38,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95419,"95419(38.4256952, -122.9622732)",1,31032
*SPARKLE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,12/2/2022,K23-043917,LOBBY,A415796,2/22/2023,3/18/2023,24,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*TITUS,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,MED,4/19/2020,K22-041023,DA45,A410794,4/2/2022,7/7/2022,96,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
LAYLA,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,BLACK/WHITE,BLACK,Spayed,MED,4/6/2020,K22-040872,DA11,A410454,3/9/2022,6/25/2022,108,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*THOREAU,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Neutered,SMALL,1/14/2021,K23-043614,CA02,A414968,1/14/2023,2/15/2023,32,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*MELODY,DOG,AUST CATTLE DOG,AUST CATTLE DOG,BRN MERLE/WHITE,BRN MERLE,Spayed,SMALL,8/16/2022,K22-043361,DS79,A414463,12/16/2022,1/17/2023,32,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*JOE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,6/30/2020,K20-036561,WESTFARM,A400114,9/3/2020,9/11/2020,8,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,WESTFARM,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*VENUS,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Spayed,KITTN,5/14/2021,K21-039050,CA03,A405859,7/14/2021,7/31/2021,17,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*RAVEN,DOG,CHIHUAHUA SH/SCOT TERRIER,CHIHUAHUA SH,BLACK,BLACK,Spayed,SMALL,12/1/2020,K22-043043,DA43,A414022,11/3/2022,12/15/2022,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95441,"95441(38.70854, -122.90737)",1,23750
*ALICE,DOG,LHASA APSO/MIX,LHASA APSO,WHITE/TAN,WHITE,Spayed,MED,6/22/2019,K22-041395,DA38,A411615,5/17/2022,6/30/2022,44,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95051,"95051(37.35245, -121.987335)",1,11496
*JULIEN,DOG,AKITA,AKITA,WHITE/BROWN,WHITE,Neutered,MED,5/17/2020,K21-039771,DA04,A406973,9/30/2021,1/8/2022,100,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,OUT OF COUNTY,94582,"94582(37.765335, -121.912225)",1,1173
*STEVIE,CAT,DOMESTIC MH,DOMESTIC MH,ORG TABBY,ORG TABBY,Spayed,KITTN,8/7/2020,K20-037007,WESTFARM,A400852,10/7/2020,10/29/2020,22,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*OLLIE,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,MED,6/21/2022,K23-044143,DA44,A416292,3/21/2023,5/17/2023,57,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
,OTHER,CHICKEN,CHICKEN,TRICOLOR,TRICOLOR,Female,SMALL,,K23-044204,LS02,A416401,3/27/2023,4/11/2023,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
SPENCER,DOG,YORKSHIRE TERR,YORKSHIRE TERR,GRAY,GRAY,Neutered,SMALL,7/5/2018,K20-035521,DA03,A396584,3/5/2020,3/13/2020,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*DIPPER,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,7/22/2021,K21-040061,WESTFARM,A407684,11/6/2021,11/21/2021,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*CODY,DOG,SIBERIAN HUSKY,SIBERIAN HUSKY,TAN/WHITE,TAN,Neutered,SMALL,4/12/2021,K22-041496,DA01,A410665,5/31/2022,6/21/2022,21,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95831,"95831(38.505075, -121.54614)",1,101
SHADOW,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,SMALL,10/1/2008,K22-042814,CA02,A413683,10/14/2022,1/10/2023,88,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94952,"94952(38.237, -122.640695)",1,11138
*KEANU,DOG,BELG MALINOIS/MIX,BELG MALINOIS,BROWN/BLACK,BROWN,Neutered,LARGE,1/9/2020,K22-043310,DA29,A414389,12/9/2022,1/12/2023,34,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*RODEO,DOG,ALASK MALAMUTE/MIX,ALASK MALAMUTE,WHITE/GRAY,WHITE,Neutered,LARGE,5/21/2019,K21-038471,FOSTER,A404529,5/8/2021,10/26/2021,171,STRAY,FIELD,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,OUT OF COUNTY,95076,"95076(36.91176000000007, -121.75822)",1,11507
*MARGARET,DOG,GERM SHEPHERD/SIBERIAN HUSKY,GERM SHEPHERD,TAN/BLACK,TAN,Spayed,PUPPY,12/15/2019,K20-035142,DA04,A395730,1/22/2020,2/14/2020,23,OWNER SURRENDER,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,,95422,"95422(38.9560273, -122.6373628)",1,23499
*SWAN,OTHER,AMERICAN/MIX,AMERICAN,AGOUTI,AGOUTI,Spayed,MED,5/26/2020,K22-041455,CA01,A411715,5/24/2022,10/14/2022,143,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
MIRA,DOG,QUEENSLAND HEEL/MIX,QUEENSLAND HEEL,TRICOLOR,TRICOLOR,Spayed,MED,6/9/2019,K20-037412,DA04,A401543,11/24/2020,1/8/2021,45,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,92867,"92867(33.802325, -117.83904)",1,1554
*YOLANDA,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,SMALL,3/16/2021,K22-040793,CI01,A410256,2/24/2022,4/23/2022,58,STRAY,PHONE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
,CAT,SIAMESE/MIX,SIAMESE,LYNX PT,LYNX PT,Male,KITTN,9/24/2020,K20-037376,CA03,A401458,11/19/2020,1/20/2021,62,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,VOLUNTEER,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*OWEN,CAT,DOMESTIC MH,DOMESTIC MH,BLACK/WHITE,BLACK,Neutered,KITTN,3/30/2022,K22-041802,WESTFARM,A412237,6/30/2022,7/24/2022,24,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.503755, -122.993485)",1,23755
*REMI,CAT,DOMESTIC SH,DOMESTIC SH,CALICO/BLUE CREAM,CALICO,Spayed,SMALL,12/1/2020,K22-042948,CA02,A413871,10/25/2022,12/20/2022,56,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*KIM,CAT,SNOWSHOE,SNOWSHOE,LYNX PT,LYNX PT,Spayed,KITTN,10/20/2019,K20-035417,LOBBY,A396304,2/20/2020,2/27/2020,7,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
*BUG,CAT,DOMESTIC MH,DOMESTIC MH,BRN TABBY/WHITE,BRN TABBY,Spayed,SMALL,5/15/2021,K22-040805,CS05,A410297,2/25/2022,3/16/2022,19,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*MAVERICK,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,SMALL,4/8/2021,K21-038999,DA03,A405773,7/8/2021,9/29/2021,83,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*KAMALA,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,SMALL,1/19/2022,K23-043643,CA02,A415039,1/19/2023,3/2/2023,42,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*CLYDE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,4/19/2021,K21-039092,LOBBY,A405192,7/20/2021,8/24/2021,35,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95492,"95492(38.541355, -122.80026)",1,31428
*LUCKY,DOG,AM PIT BULL TER/BULLDOG,AM PIT BULL TER,GRAY,GRAY,Neutered,MED,4/11/2017,K23-044230,DA08,A416442,3/30/2023,5/25/2023,56,STRAY,FIELD,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*CONNIE,CAT,DOMESTIC SH,DOMESTIC SH,TORTIE,TORTIE,Spayed,KITTN,5/31/2020,K20-036613,WESTFARM,A400207,9/1/2020,9/26/2020,25,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
SPOT,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Neutered,SMALL,1/17/2022,K23-043757,CA02,A414511,2/1/2023,3/2/2023,29,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*SEBASTOPOL,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
*CESAR,CAT,DOMESTIC MH,DOMESTIC MH,ORANGE/WHITE,ORANGE,Neutered,MED,1/17/2021,K22-040830,CI01,A410345,3/1/2022,4/19/2022,49,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*TURTLE,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,4/21/2023,K23-045117,LOBBY,A418483,6/21/2023,7/19/2023,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95444,"95444(38.43463, -122.868295)",1,23753
PUGSLEY,DOG,PUG/MIX,PUG,BROWN,BROWN,Neutered,PUPPY,5/16/2022,K22-042488,DA03,A413210,9/9/2022,10/4/2022,25,CONFISCATE,FLD_ARREST,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*TABASCO,DOG,CHIHUAHUA SH,CHIHUAHUA SH,FAWN,FAWN,Neutered,TOY,4/9/2015,K21-038128,DA47,A403296,3/24/2021,5/1/2021,38,STRAY,PHONE,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,,95014,"95014(37.32042500000006, -122.03219499999994)",1,11160
*NANI,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,SMALL,10/12/2019,K21-039758,CA02,A406959,9/29/2021,11/5/2021,37,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*SULLI,CAT,DOMESTIC MH,DOMESTIC MH,BRN TABBY/WHITE,BRN TABBY,Neutered,SMALL,12/1/2020,K22-043256,CA02,A414305,12/1/2022,1/5/2023,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*SIMON,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,2/13/2023,K23-045382,CA02,A419001,7/13/2023,8/2/2023,20,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*TIM,OTHER,GUINEA PIG,GUINEA PIG,TRICOLOR,TRICOLOR,Male,SMALL,5/20/2020,K22-041419,LOBBY,A411660,5/20/2022,9/10/2022,113,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
SATORI,CAT,DOMESTIC MH,DOMESTIC MH,BLACK/WHITE,BLACK,Neutered,MED,4/7/2014,K21-038220,CA02,A403563,4/7/2021,6/8/2021,62,CONFISCATE,FLD_HOSPTL,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
CHELSEA,DOG,GERM SHEPHERD,GERM SHEPHERD,BROWN/BLACK,BROWN,Spayed,MED,5/25/2018,K23-044420,DA24,A416798,4/17/2023,5/27/2023,40,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.349330000000066, -122.69227999999998)",1,1829
CHACHA,DOG,CHIHUAHUA SH,CHIHUAHUA SH,BLACK/TAN,BLACK,Spayed,SMALL,5/15/2021,K22-040864,DA05,A410382,3/9/2022,3/29/2022,20,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*FUDGE,CAT,DOMESTIC SH,DOMESTIC SH,BUFF/WHITE,BUFF,Spayed,KITTN,4/24/2020,K20-036045,WESTFARM,A398088,6/23/2020,7/18/2020,25,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
MOOSE,DOG,ANATOL SHEPHERD,ANATOL SHEPHERD,CREAM,CREAM,Neutered,LARGE,7/19/2021,K22-042022,DA03,A412522,7/6/2022,9/24/2022,80,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.47164440000006, -122.7398255)",1,26076
COCO,DOG,POODLE MIN,POODLE MIN,TAN,TAN,Spayed,SMALL,5/19/2021,K22-040717,DA01,A408698,2/17/2022,3/16/2022,27,STRAY,FIELD,ADOPTION,FINDER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*JUNIOR,CAT,SIAMESE,SIAMESE,SEAL PT,SEAL PT,Neutered,KITTN,9/24/2020,K20-037382,CA03,A401483,11/19/2020,12/5/2020,16,OWNER SURRENDER,OVER THE COUNTER_OS,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95448,"95448(38.613965, -122.869825)",1,31016
*NICODEMUS,OTHER,RAT,RAT,WHITE/BLACK,WHITE,Male,SMALL,8/16/2018,K21-039198,CI02,A406102,7/31/2021,11/17/2021,109,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
MYSTIQUE,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,SMALL,10/10/2018,K20-037040,WESTFARM,A400899,10/10/2020,11/14/2020,35,STRAY,PHONE,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*MULAN,CAT,SIAMESE,SIAMESE,LILAC PT,LILAC PT,Spayed,SMALL,3/13/2022,K23-043737,CA02,A415276,1/31/2023,3/18/2023,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*LUDWIG,DOG,BELG MALINOIS,BELG MALINOIS,BROWN,BROWN,Neutered,PUPPY,9/11/2022,K22-043291,DA47,A414363,12/6/2022,1/24/2023,49,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*BOBA,DOG,PIT BULL/MIX,PIT BULL,BLACK/WHITE,BLACK,Neutered,MED,10/22/2018,K21-039457,DA07,A406485,8/27/2021,1/25/2022,151,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95423,"95423(39.0233804, -122.6701214)",1,23500
*ANNABELLE,DOG,SIBERIAN HUSKY/MIX,SIBERIAN HUSKY,BROWN/WHITE,BROWN,Spayed,SMALL,12/2/2018,K20-037265,DA41,A401293,11/7/2020,12/24/2020,47,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*PETEY,DOG,PIT BULL,PIT BULL,WHITE/BROWN,WHITE,Neutered,MED,11/17/2021,K22-042750,DA42,A413572,10/6/2022,2/4/2023,121,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.3260186, -122.706422)",1,1832
*NEEZEY,DOG,GREAT PYRENEES,GREAT PYRENEES,WHITE,WHITE,Neutered,X-LRG,2/3/2019,K20-036267,DA18,A399095,7/21/2020,9/3/2020,44,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*WILBUR,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Neutered,SMALL,4/30/2020,K20-037543,CS05,A401808,12/18/2020,12/31/2020,13,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.47164440000006, -122.7398255)",1,26076
*FEDORA,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Spayed,KITTN,6/27/2022,K22-042623,CA02,A413402,9/27/2022,10/21/2022,24,STRAY,PHONE,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366000000008, -122.72461629999998)",1,26075
